num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
100,38.31,38.86,36.04,42.93,39.44,35.51,37.74,37.26,38.65,43.57,42.09,41.23,37.15,37.40,38.59,37.14,38.03,37.30,38.67,42.31,37.42,35.16,35.48,34.75,36.65
