CPU,%usr
all,38.31
0,38.86
1,36.04
2,42.93
3,39.44
4,35.51
5,37.74
6,37.26
7,38.65
8,43.57
9,42.09
10,41.23
11,37.15
12,37.40
13,38.59
14,37.14
15,38.03
16,37.30
17,38.67
18,42.31
19,37.42
20,35.16
21,35.48
22,34.75
23,36.65
