Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   38.31    0.00    2.02    2.39    0.00    0.89    0.00    0.00    0.00   56.40
Average:       0   38.86    0.00    1.93    0.98    0.00    3.78    0.00    0.00    0.00   54.44
Average:       1   36.04    0.00    1.80    1.05    0.00    1.98    0.00    0.00    0.00   59.13
Average:       2   42.93    0.00    2.02    1.38    0.00    1.14    0.00    0.00    0.00   52.52
Average:       3   39.44    0.00    2.00    1.03    0.00    0.85    0.00    0.00    0.00   56.69
Average:       4   35.51    0.00    1.97    1.20    0.00    0.91    0.00    0.00    0.00   60.41
Average:       5   37.74    0.00    2.26    1.06    0.00    0.79    0.00    0.00    0.00   58.14
Average:       6   37.26    0.00    1.77    1.18    0.00    0.62    0.00    0.00    0.00   59.17
Average:       7   38.65    0.00    1.80    0.98    0.00    0.68    0.00    0.00    0.00   57.89
Average:       8   43.57    0.00    1.88    0.82    0.00    0.65    0.00    0.00    0.00   53.07
Average:       9   42.09    0.00    2.21    0.88    0.00    0.76    0.00    0.00    0.00   54.06
Average:      10   41.23    0.00    1.66    0.80    0.00    0.50    0.00    0.00    0.00   55.80
Average:      11   37.15    0.00    2.02    0.89    0.00    0.77    0.00    0.00    0.00   59.17
Average:      12   37.40    0.00    1.85    1.32    0.00    0.65    0.00    0.00    0.00   58.79
Average:      13   38.59    0.00    2.68   28.12    0.00    0.79    0.00    0.00    0.00   29.82
Average:      14   37.14    0.00    2.32    1.82    0.00    0.47    0.00    0.00    0.00   58.24
Average:      15   38.03    0.00    2.13    1.81    0.00    0.71    0.00    0.00    0.00   57.32
Average:      16   37.30    0.00    2.19    1.42    0.00    0.68    0.00    0.00    0.00   58.41
Average:      17   38.67    0.00    1.83    1.27    0.00    0.56    0.00    0.00    0.00   57.67
Average:      18   42.31    0.00    1.84    1.49    0.00    0.54    0.00    0.00    0.00   53.82
Average:      19   37.42    0.00    1.92    1.71    0.00    0.71    0.00    0.00    0.00   58.24
Average:      20   35.16    0.00    2.04    1.45    0.00    0.77    0.00    0.00    0.00   60.57
Average:      21   35.48    0.00    2.26    1.28    0.00    0.65    0.00    0.00    0.00   60.33
Average:      22   34.75    0.00    2.06    1.27    0.00    0.65    0.00    0.00    0.00   61.27
Average:      23   36.65    0.00    2.00    2.06    0.00    0.59    0.00    0.00    0.00   58.70
