Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   29.91    0.00    1.89    2.96    0.00    1.03    0.00    0.00    0.00   64.21
Average:       0   24.07    0.00    1.73    1.49    0.00    4.71    0.00    0.00    0.00   68.00
Average:       1   31.46    0.00    1.49    1.20    0.00    1.95    0.00    0.00    0.00   63.91
Average:       2   32.24    0.00    1.85    1.36    0.00    1.40    0.00    0.00    0.00   63.16
Average:       3   30.90    0.00    1.83    0.92    0.00    0.87    0.00    0.00    0.00   65.47
Average:       4   29.26    0.00    1.78    1.49    0.00    1.04    0.00    0.00    0.00   66.43
Average:       5   33.61    0.00    1.54    1.08    0.00    0.67    0.00    0.00    0.00   63.09
Average:       6   28.16    0.00    1.92    1.26    0.00    0.63    0.00    0.00    0.00   68.03
Average:       7   27.37    0.00    1.85    1.09    0.00    0.55    0.00    0.00    0.00   69.14
Average:       8   32.61    0.00    2.04    0.87    0.00    0.62    0.00    0.00    0.00   63.85
Average:       9   29.96    0.00    1.93    0.46    0.00    0.71    0.00    0.00    0.00   66.93
Average:      10   27.04    0.00    1.56    0.46    0.00    0.42    0.00    0.00    0.00   70.52
Average:      11   27.77    0.00    1.85    0.55    0.00    0.55    0.00    0.00    0.00   69.28
Average:      12   32.97    0.00    2.15    0.63    0.00    2.70    0.00    0.00    0.00   61.55
Average:      13   24.26    0.00    2.81   38.94    0.00    1.17    0.00    0.00    0.00   32.82
Average:      14   30.68    0.00    1.85    5.23    0.00    0.97    0.00    0.00    0.00   61.27
Average:      15   32.75    0.00    2.08    2.54    0.00    0.54    0.00    0.00    0.00   62.08
Average:      16   34.00    0.00    1.96    1.75    0.00    0.71    0.00    0.00    0.00   61.58
Average:      17   29.11    0.00    1.77    1.01    0.00    0.63    0.00    0.00    0.00   67.48
Average:      18   28.93    0.00    1.89    3.10    0.00    0.63    0.00    0.00    0.00   65.45
Average:      19   33.11    0.00    2.05    0.67    0.00    0.67    0.00    0.00    0.00   63.50
Average:      20   28.59    0.00    1.60    1.60    0.00    0.59    0.00    0.00    0.00   67.62
Average:      21   30.48    0.00    2.13    0.88    0.00    0.71    0.00    0.00    0.00   65.80
Average:      22   29.07    0.00    2.05    1.21    0.00    0.54    0.00    0.00    0.00   67.13
Average:      23   29.48    0.00    1.68    1.30    0.00    0.59    0.00    0.00    0.00   66.95
