CPU,%usr
all,36.97
0,36.50
1,33.24
2,40.28
3,35.94
4,38.19
5,34.03
6,38.24
7,38.93
8,37.15
9,37.43
10,36.71
11,40.67
12,39.70
13,32.15
14,36.36
15,43.44
16,36.77
17,36.66
18,36.05
19,35.99
20,38.38
21,34.82
22,35.20
23,34.64
