Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,2.course_list,100,100,33,45.088094899983844,12.844205999499536,199.58224799847812,58.0,10.439952100172468,10.439952100172468,34,40,44,77,95,100,180,200,200,200,200
GET,3.quiz_list,100,100,31,34.182476099995256,12.15071899969189,82.26149999973131,58.0,10.439952100172468,10.439952100172468,32,38,41,43,57,61,70,82,82,82,82
GET,5.quiz_download,100,100,32,39.335128999973676,16.992569000649382,235.48600600042846,58.0,10.439952100172468,10.439952100172468,32,38,44,52,64,72,230,240,240,240,240
GET,6.quiz_authenticate,100,100,31,34.60828162013058,16.159520000655903,66.59913800103823,58.0,10.439952100172468,10.439952100172468,31,37,43,47,60,64,66,67,67,67,67
,Aggregated,400,400,32,38.30349540502084,12.15071899969189,235.48600600042846,58.0,41.75980840068987,41.75980840068987,32,38,43,47,64,86,98,180,240,240,240
