Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   14.45    0.00    1.44    3.20    0.00    0.74    0.00    0.00    0.00   80.17
Average:       0   13.94    0.00    1.11    0.47    0.00    6.87    0.00    0.00    0.00   77.61
Average:       1   12.18    0.00    0.72    0.41    0.00    2.23    0.00    0.00    0.00   84.46
Average:       2   15.20    0.00    1.14    0.76    0.00    0.79    0.00    0.00    0.00   82.10
Average:       3   13.44    0.00    1.14    0.44    0.00    0.67    0.00    0.00    0.00   84.30
Average:       4   13.61    0.00    1.41    0.53    0.00    0.44    0.00    0.00    0.00   84.01
Average:       5   22.92    0.00    1.42    0.35    0.00    0.38    0.00    0.00    0.00   74.93
Average:       6   15.10    0.00    1.15    0.32    0.00    0.35    0.00    0.00    0.00   83.08
Average:       7   15.13    0.00    1.35    0.26    0.00    0.26    0.00    0.00    0.00   82.98
Average:       8   14.44    0.00    1.44    0.15    0.00    0.32    0.00    0.00    0.00   83.66
Average:       9   13.15    0.00    1.45    0.29    0.00    0.29    0.00    0.00    0.00   84.81
Average:      10   14.26    0.00    1.30    0.29    0.00    0.29    0.00    0.00    0.00   83.85
Average:      11   16.58    0.00    1.44    0.38    0.00    0.27    0.00    0.00    0.00   81.33
Average:      12   16.94    0.00    1.09    0.21    0.00    0.33    0.00    0.00    0.00   81.43
Average:      13   12.30    0.00    2.26   61.82    0.00    0.48    0.00    0.00    0.00   23.14
Average:      14   13.80    0.00    1.60    1.39    0.00    0.27    0.00    0.00    0.00   82.95
Average:      15   15.58    0.00    1.89    2.30    0.00    0.41    0.00    0.00    0.00   79.82
Average:      16   12.49    0.00    1.48    1.45    0.00    0.32    0.00    0.00    0.00   84.26
Average:      17   10.33    0.00    1.75    0.71    0.00    0.27    0.00    0.00    0.00   86.94
Average:      18   16.68    0.00    1.65    0.79    0.00    0.35    0.00    0.00    0.00   80.52
Average:      19   11.68    0.00    1.54    0.74    0.00    0.35    0.00    0.00    0.00   85.68
Average:      20   11.31    0.00    1.65    1.03    0.00    0.41    0.00    0.00    0.00   85.58
Average:      21   15.60    0.00    1.91    0.53    0.00    0.32    0.00    0.00    0.00   81.64
Average:      22   13.43    0.00    1.27    1.38    0.00    0.35    0.00    0.00    0.00   83.56
Average:      23   16.62    0.00    1.47    0.73    0.00    0.47    0.00    0.00    0.00   80.71
