Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,SignInAttempt,80,0,390.0,442.6160715749688,350.9951900005035,1036.2943620002625,190.0,2.050167453950202,0.0,400,420,430,440,550,1000,1000,1000,1000,1000,1000
POST,Submit,60,0,640.0,658.233596316586,499.01667999984056,884.8450650002633,62.0,1.5376255904626515,0.0,640,670,680,710,770,850,880,880,880,880,880
GET,course_list,80,0,38,47.72430089996078,29.279399000188278,236.3233300002321,359.0,2.050167453950202,0.0,38,42,48,48,64,74,220,240,240,240,240
GET,perf_check,80,0,57,81.56593262506249,29.15363099964452,227.04531700037478,118.7875,2.050167453950202,0.0,58,75,110,160,190,220,230,230,230,230,230
GET,quiz_authenticate,63,0,110.0,191.63996938105913,57.08052600039082,3282.2620070000994,185.0,1.614506869985784,0.0,110,140,160,180,280,320,460,3300,3300,3300,3300
GET,quiz_download,70,0,55,62.518348242831834,25.514790999295656,180.9537150002143,2585.0,1.7938965222064267,0.0,56,66,87,99,120,120,170,180,180,180,180
GET,quiz_info,75,0,730.0,761.6595155866162,482.4968410002839,1160.32040600021,2249.0,1.9220319880783143,0.0,730,890,920,930,970,1000,1200,1200,1200,1200,1200
GET,quiz_list,80,0,33,38.82176136248745,23.945646000356646,195.70422000015242,241.0,2.050167453950202,0.0,33,35,36,38,43,67,190,200,200,200,200
,Aggregated,588,0,100,275.3849102261818,23.945646000356646,3282.2620070000994,744.3928571428571,15.068730786533983,0.0,110,380,490,590,700,890,980,1000,3300,3300,3300
