Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,SignInAttempt,40,0,380.0,384.7106682250569,333.3175839998148,442.677852000088,190.0,1.0226035631823205,0.0,380,390,400,410,430,440,440,440,440,440,440
POST,Submit,32,0,640.0,649.6266757187357,527.216846000556,826.4959680000175,62.0,0.8180828505458565,0.0,650,680,730,730,750,820,830,830,830,830,830
GET,course_list,40,0,38,44.503850774958664,30.819171000075585,114.95398900024156,359.0,1.0226035631823205,0.0,38,41,42,44,64,110,110,110,110,110,110
GET,perf_check,40,0,53,66.7273025500208,29.665579000720754,171.89677400074288,118.875,1.0226035631823205,0.0,57,69,85,110,140,170,170,170,170,170,170
GET,quiz_authenticate,34,0,120.0,137.67998850006038,49.46250000011787,357.52755100020295,185.0,0.8692130287049725,0.0,120,160,210,210,230,230,360,360,360,360,360
GET,quiz_download,36,0,35,45.0469933333453,26.889562999713235,98.56968700023572,2585.0,0.9203432068640885,0.0,35,50,60,63,74,77,99,99,99,99,99
GET,quiz_info,38,0,610.0,676.2461971316043,460.4893350006023,1043.9112590001969,2249.0,0.9714733850232046,0.0,620,700,790,830,1000,1000,1000,1000,1000,1000,1000
GET,quiz_list,40,0,33,35.47882055006539,27.59846600019955,59.232340000562544,241.0,1.0226035631823205,0.0,33,34,38,41,49,58,59,59,59,59,59
,Aggregated,300,0,80,246.81682055669017,26.889562999713235,1043.9112590001969,743.8366666666667,7.6695267238674045,0.0,80,370,420,520,660,750,1000,1000,1000,1000,1000
