CPU,%usr
all,38.68
0,37.29
1,36.73
2,41.61
3,39.48
4,39.48
5,40.37
6,36.56
7,37.50
8,43.96
9,40.01
10,42.10
11,42.51
12,36.38
13,33.23
14,36.73
15,37.49
16,39.02
17,39.24
18,36.26
19,36.33
20,39.20
21,38.35
22,39.27
23,39.36
