Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,SignInAttempt,80,0,400.0,422.6909918874867,341.0775869997451,912.4658520004232,190.0,2.0440417650215337,0.0,400,420,420,440,490,510,810,910,910,910,910
POST,Submit,60,0,630.0,653.919083449955,481.2414620000709,959.5516380004483,62.0,1.5330313237661504,0.0,630,670,720,750,910,950,960,960,960,960,960
GET,course_list,79,0,40,79.7818782152084,30.714323000211152,2703.771539000627,359.0,2.0184912429587647,0.0,40,43,46,47,60,130,170,2700,2700,2700,2700
GET,perf_check,80,0,39,121.84533712494385,26.903402999778336,3127.649511000527,118.8,2.0440417650215337,0.0,39,49,53,56,72,110,3100,3100,3100,3100,3100
GET,quiz_authenticate,67,0,110.0,118.13622226863619,50.74848700041912,342.4556649997612,185.0,1.7118849782055345,0.0,110,120,140,140,190,210,250,340,340,340,340
GET,quiz_download,72,0,36,48.51253880552677,25.255204000131926,184.10973200025182,2585.0,1.8396375885193803,0.0,37,45,56,61,87,120,150,180,180,180,180
GET,quiz_info,74,0,710.0,762.0567454189252,481.667656999889,1468.9171509999142,2249.0,1.8907386326449187,0.0,730,810,880,960,1100,1200,1500,1500,1500,1500,1500
GET,quiz_list,78,0,33,39.57156341027421,25.365323000187345,183.8930599997184,241.0,1.9929407208959955,0.0,33,35,37,38,49,71,170,180,180,180,180
,Aggregated,590,0,73,271.1654754237147,25.255204000131926,3127.649511000527,746.6508474576272,15.074808017033812,0.0,78,380,460,550,720,880,1000,1200,3100,3100,3100
