Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   39.22    0.00    1.99    2.22    0.00    0.96    0.00    0.00    0.00   55.60
Average:       0   37.04    0.00    1.91    1.11    0.00    3.60    0.00    0.00    0.00   56.34
Average:       1   38.69    0.00    1.66    1.28    0.00    2.24    0.00    0.00    0.00   56.14
Average:       2   37.14    0.00    2.15    0.88    0.00    1.30    0.00    0.00    0.00   58.53
Average:       3   38.74    0.00    1.87    1.25    0.00    0.93    0.00    0.00    0.00   57.21
Average:       4   39.25    0.00    1.75    0.98    0.00    0.89    0.00    0.00    0.00   57.14
Average:       5   40.79    0.00    1.92    0.89    0.00    0.74    0.00    0.00    0.00   55.67
Average:       6   40.50    0.00    2.08    0.76    0.00    0.64    0.00    0.00    0.00   56.02
Average:       7   40.12    0.00    2.01    0.68    0.00    1.00    0.00    0.00    0.00   56.19
Average:       8   38.47    0.00    2.04    0.71    0.00    0.68    0.00    0.00    0.00   58.11
Average:       9   43.96    0.00    1.73    0.68    0.00    0.80    0.00    0.00    0.00   52.83
Average:      10   44.17    0.00    1.89    0.68    0.00    0.74    0.00    0.00    0.00   52.51
Average:      11   39.83    0.00    1.72    0.74    0.00    0.65    0.00    0.00    0.00   57.05
Average:      12   40.65    0.00    1.98    0.86    0.00    0.53    0.00    0.00    0.00   55.98
Average:      13   35.67    0.00    2.69   29.31    0.00    1.04    0.00    0.00    0.00   31.29
Average:      14   38.74    0.00    2.57    1.50    0.00    0.86    0.00    0.00    0.00   56.33
Average:      15   41.15    0.00    2.14    1.54    0.00    0.80    0.00    0.00    0.00   54.38
Average:      16   41.97    0.00    1.94    1.12    0.00    0.68    0.00    0.00    0.00   54.29
Average:      17   39.59    0.00    2.05    1.73    0.00    0.79    0.00    0.00    0.00   55.83
Average:      18   37.13    0.00    2.19    1.57    0.00    0.77    0.00    0.00    0.00   58.34
Average:      19   35.96    0.00    1.96    1.16    0.00    0.62    0.00    0.00    0.00   60.30
Average:      20   40.91    0.00    1.89    1.09    0.00    0.59    0.00    0.00    0.00   55.52
Average:      21   36.36    0.00    2.34    1.04    0.00    0.80    0.00    0.00    0.00   59.46
Average:      22   35.12    0.00    1.67    1.34    0.00    0.66    0.00    0.00    0.00   61.22
Average:      23   39.36    0.00    1.80    0.62    0.00    0.71    0.00    0.00    0.00   57.52
